"","stationcode","objectid","iaas_rowid","aarowid","cramversion","projectname","indexscore","bioticstructure","bufferandlandscapecontext","hydrology","physicalstructure","visitdate","aaname","projectsiteid","wetlandclass","wetlandsubclass","lastupdatedate","record_publish","sampledate","masterid","latitude","longitude","huc","county","smcshed"
"439","SMC02284",1409,406,3070,"6.1","SMC/SGRRMP",40,25,50,58.33,25,2013-05-29,"SMC02284","SMC/SGRRMP","riverine","confined",NA,"true",2013-05-29,"SMC02284",34.06542,-117.94939,405,"Los Angeles","San Gabriel"
"440","SMC02366",262,262,3670,"6.1","SMC/SGRRMP",33,30.56,50,25,25,2014-06-23,"SGLR02366","SMC","riverine","confined",NA,"true",2014-06-23,"SMC02366",33.84684,-118.14043,405,"Los Angeles","San Gabriel"
"441","SMC02548",945,895,1399,"5.0.2","SMC_LA_2010",79,67,92,92,63,2010-09-27,"SMC02548 (Rustic Canyon)",NA,"riverine","confined",NA,"true",2010-09-27,"SMC02548",34.06379,-118.50674,404,"Los Angeles","Santa Monica Bay"
"442","SMC02568",1670,1670,6694,"6.1","SMC/LARWMP",83,69.44,93.29,83.33,87.5,2018-02-08,"LAR02568","SMC","riverine","non-confined",1900-01-18,"true",2018-02-08,"SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles"
"443","SMC02656",817,1043,996,"5.0.2","SMC_LA",37,25,63,33,25,2009-06-23,"Walnut Channel (U/S, concrete lined)",NA,"riverine","confined",NA,"true",2009-06-23,"SMC02656",34.07498,-117.87216,405,"Los Angeles","San Gabriel"
"444","SMC02656",1680,1680,6704,"6.1","SMC/SGRRMP",37,27.78,62.5,33.33,25,2018-06-08,"SGLR02656","SMC","riverine","confined",1900-01-18,"true",2018-06-08,"SMC02656",34.07498,-117.87216,405,"Los Angeles","San Gabriel"
"445","SMC02680",267,267,3665,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2014-06-03,"LAR02680","SMC","riverine","confined",NA,"true",2014-06-03,"SMC02680",34.19531,-118.59356,412,"Los Angeles","Los Angeles"
"446","SMC02884",291,291,3636,"6.1","SMC/VCWPD",57,58.33,75,58.33,37.5,2014-05-27,"SMC02884","SMC","riverine","non-confined",NA,"true",2014-05-27,"SMC02884",34.21749,-118.98533,408,"Ventura","Calleguas"
"447","SMC02888",1234,621,2202,"6","SMC_LA_2010",69,75,92,58,50,2012-06-26,"SMC02888",NA,"riverine","confined",NA,"true",2012-06-26,"SMC02888",34.54401,-118.43626,403,"Los Angeles","Santa Clara"
"448","SMC02972",1271,569,2354,"6","SMC/SGRRMP",82,81,100,83,63,2012-06-18,"SMC02972",NA,"riverine","non-confined",NA,"true",2012-06-18,"SMC02972",34.24957,-118.0755,405,"Los Angeles","San Gabriel"
"449","SMC02976",1685,1685,6709,"6.1","SMC/SGRRMP",75,63.89,93.29,91.67,50,2018-09-07,"SGUR02976","SMC","riverine","non-confined",1900-01-18,"true",2018-09-07,"SMC02976",34.2579,-117.75661,405,"Los Angeles","San Gabriel"
"450","SMC02976",266,266,3666,"6.1","SMC/SGRRMP",78,72.22,93.29,83.33,62.5,2014-07-25,"SGUR02976","SMC","riverine","non-confined",NA,"true",2014-07-25,"SMC02976",34.2579,-117.75661,405,"Los Angeles","San Gabriel"
"451","SMC02976",952,888,1553,"5.0.2","SMC/SGRRMP",83,67,92,83,88,2010-07-27,"SMC02976",NA,"riverine","non-confined",NA,"true",2010-07-27,"SMC02976",34.2579,-117.75661,405,"Los Angeles","San Gabriel"
"452","SMC02988",272,272,3660,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2014-06-12,"LAR02988","SMC","riverine","confined",NA,"true",2014-06-12,"SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles"
"453","SMC02996",270,270,3662,"6.1","SMC/LARWMP",34,25,62.5,25,25,2014-06-11,"LAR02996","SMC","riverine","confined",NA,"true",2014-06-11,"SMC02996",34.22108,-118.42296,412,"Los Angeles","Los Angeles"
"454","SMC03216",1116,750,1874,"5.0.2","SMC/SGRRMP",89,67,100,100,88,2011-07-27,"SMC03216",NA,"riverine","confined",NA,"true",2011-07-27,"SMC03216",34.28092,-117.84093,405,"Los Angeles","San Gabriel"
"455","SMC03268",1515,293,3634,"6.1","SMC/VCWPD",66,58.33,79.75,75,50,2014-05-27,"SMC03268","SMC","riverine","non-confined",NA,"true",2014-05-27,"SMC03268",34.16255,-119.06301,408,"Ventura","Calleguas"
"456","SMC03280",1089,751,1871,"5.0.2","SMC/SGRRMP",73,61,92,75,63,2011-08-11,"SMC03280",NA,"riverine","non-confined",NA,"true",2011-08-11,"SMC03280",34.25685,-117.85652,405,"Los Angeles","San Gabriel"
"457","SMC03390",396,1528,6175,"6.1","SMC/SGRRMP",40,25,67.67,41.67,25,2017-05-03,"SGMR03390","SMC03390","riverine","confined",NA,"true",2017-05-03,"SMC03390",33.82267,-118.09186,405,"Los Angeles","San Gabriel"
"458","SMC03452",1278,562,2363,"6","SMC/SGRRMP",86,75,100,92,75,2012-06-13,"SMC03452",NA,"riverine","confined",NA,"true",2012-06-13,"SMC03452",34.30354,-117.8323,405,"Los Angeles","San Gabriel"
"459","SMC03944",946,894,1400,"5.0.2","SMC_LA_2010",27,25,25,33,25,2010-07-12,"SMC03944 (Cheseboro Channel)",NA,"riverine","confined",NA,"true",2010-07-12,"SMC03944",34.14271,-118.75016,404,"Los Angeles","Santa Monica Bay"
"460","SMC03984",1277,563,2361,"6","SMC/SGRRMP",75,58,92,100,50,2012-06-18,"SMC03984",NA,"riverine","confined",NA,"true",2012-06-18,"SMC03984",34.24613,-117.90186,405,"Los Angeles","San Gabriel"
"461","SMC04000",1270,570,2333,"6","SMC/SGRRMP",74,56,92,83,63,2012-07-30,"SMC04000",NA,"riverine","non-confined",NA,"true",2012-07-30,"SMC04000",34.23282,-117.74777,405,"Los Angeles","San Gabriel"
"462","SMC04008",1285,545,2421,"6","SMC/VCWPD",81,56,92,75,100,2012-06-19,"SMC04008",NA,"riverine","non-confined",NA,"true",2012-06-19,"SMC04008",34.28342,-118.80803,408,"Ventura","Calleguas"
"463","SMC04132",1287,543,2424,"6","SMC/VCWPD",29,28,29,33,25,2012-06-11,"SMC04132",NA,"riverine","confined",NA,"true",2012-06-11,"SMC04132",34.21472,-118.88416,408,"Ventura","Calleguas"
"464","SMC04204",1853,1853,7260,"6.1","SMC/LARWMP",75,58.33,93.29,100,50,2019-01-07,"LAR04204",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412S04204",34.20358,-118.01853,412,"Los Angeles","Los Angeles"
"465","SMC04264",1532,314,3613,"6.1","SMC_LA",62,52.78,75,58.33,62.5,2014-06-17,"SMC04264","LACFCD SMC 2014","riverine","confined",NA,"true",2014-06-17,"SMC04264",34.13,-118.7548,404,"Los Angeles","Santa Monica Bay"
"466","SMC04264",947,893,1401,"5.0.2","SMC_LA_2010",66,50,75,75,63,2010-07-09,"SMC04264 (Medea Creek)",NA,"riverine","confined",NA,"true",2010-07-09,"SMC04264",34.13,-118.7548,404,"Los Angeles","Santa Monica Bay"
"467","SMC04383",284,284,3643,"6.1","SMC/VCWPD",73,58.33,90.29,66.67,75,2014-05-19,"SMC04383","SMC","riverine","non-confined",NA,"true",2014-05-19,"SMC04383",34.50224,-119.35602,402,"Ventura","Ventura"
"468","SMC04432",1235,620,2206,"6","SMC_LA_2010",83,72,100,83,75,2012-06-26,"SMC04432",NA,"riverine","confined",NA,"true",2012-06-26,"SMC04432",34.41089,-118.14881,403,"Los Angeles","Santa Clara"
"469","SMC04524",377,1509,6169,"6.1","SMC/SGRRMP",81,66.67,100,83.33,75,2017-06-15,"SGUR04524","SMC04524","riverine","non-confined",NA,"true",2017-06-15,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"470","SMC04524",1438,414,3022,"6.1","SMC/SGRRMP",94,77.78,100,100,100,2013-07-09,"SMC04524","SMC/SGRRMP","riverine","confined",NA,"true",2013-07-09,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"471","SMC04524",1681,1681,6705,"6.1","SMC/SGRRMP",82,77.78,100,75,75,2018-01-07,"SGUR04524","SMC","riverine","non-confined",1900-01-18,"true",2018-01-07,"SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel"
"472","SMC04600",1541,305,3622,"6.1","SMC/VCWPD",84,88.89,85.38,75,87.5,2014-07-08,"SMC04600",NA,"riverine","non-confined",NA,"true",2014-07-08,"SMC04600",34.39728,-118.7105,403,"Ventura","Santa Clara"
"473","SMC04670",395,1527,6176,"6.1","SMC/SGRRMP",40,25,67.67,41.67,25,2017-05-03,"SGMR04670","SMC04670","riverine","confined",NA,"true",2017-05-03,"SMC04670",33.86506,-118.10456,405,"Los Angeles","San Gabriel"
"474","SMC04748",790,1050,981,"5.0.2","SMC_LA",79,72,100,67,75,2009-07-02,"Santa Clara River (Newhall D/S)",NA,"riverine","non-confined",NA,"true",2009-07-02,"SMC04748",34.41314,-118.65879,403,"Los Angeles","Santa Clara"
"475","SMC04750",1140,700,1991,"5.0.2","SMC_LA",69,53,92,67,63,2011-07-05,"SMC04750 (Topanga Cyn. Crk.)",NA,"riverine","confined",NA,"true",2011-07-05,"SMC04750",34.041,-118.58149,404,"Los Angeles","Santa Monica Bay"
"476","SMC04756",287,287,3640,"6.1","SMC/VCWPD",63,61.11,75,66.67,50,2014-05-21,"SMC04756","SMC","riverine","non-confined",NA,"true",2014-05-21,"SMC04756",34.27092,-118.9269,408,"Ventura","Calleguas"
"477","SMC04956",1146,694,1997,"5.0.2","SMC_LA",75,67,92,67,75,2011-12-13,"SMC04956 (Santa Clara River)",NA,"riverine","non-confined",NA,"true",2011-12-13,"SMC04956",34.42708,-118.57409,403,"Los Angeles","Santa Clara"
"478","SMC04972",1440,412,3024,"6.1","SMC/SGRRMP",87,86.11,100,75,87.5,2013-07-01,"SMC04972","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-01,"SMC04972",34.24051,-117.93466,405,"Los Angeles","San Gabriel"
"479","SMC05296",1320,551,2415,"6","SMC/VCWPD",83,78,100,67,88,2012-06-26,"SMC05296",NA,"riverine","confined",NA,"true",2012-06-26,"SMC05296",34.55457,-118.77525,403,"Ventura","Santa Clara"
"480","SMC05332",1286,544,2422,"6","SMC/VCWPD",75,78,50,83,88,2012-06-11,"SMC05332",NA,"riverine","confined",NA,"true",2012-06-11,"SMC05332",34.18682,-118.90741,408,"Ventura","Calleguas"
"481","SMC05567",1447,393,3115,"6.1","SMC/VCWPD",76,75,90.29,75,62.5,2013-06-12,"Santa Clara River","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-12,"SMC05567",34.31976,-119.08872,403,"Ventura","Santa Clara"
"482","SMC05759",1547,299,3628,"6.1","SMC/VCWPD",74,66.67,93.29,75,62.5,2014-05-29,"SMC05759","SMC","riverine","non-confined",NA,"true",2014-05-29,"SMC05759",34.35232,-119.03474,403,"Ventura","Santa Clara"
"483","SMC05764",1325,546,2420,"6","SMC/VCWPD",38,25,67,33,25,2012-06-19,"SMC05764",NA,"riverine","confined",NA,"true",2012-06-19,"SMC05764",34.23123,-119.11091,408,"Ventura","Calleguas"
"484","SMC05902",1141,699,1992,"5.0.2","SMC_LA",33,47,25,33,25,2011-06-28,"SMC05902 (Santa Monica Channel)",NA,"riverine","confined",NA,"true",2011-06-28,"SMC05902",34.03432,-118.51218,404,"Los Angeles","Santa Monica Bay"
"485","SMC05956",1322,549,2417,"6","SMC/VCWPD",67,64,79,75,50,2012-06-19,"SMC05956",NA,"riverine","non-confined",NA,"true",2012-06-19,"SMC05956",34.22875,-118.97109,408,"Ventura","Calleguas"
"486","SMC05968",1405,410,3066,"6.1","SMC/SGRRMP",82,69.44,90.29,91.67,75,2013-07-01,"SMC05968","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-01,"SMC05968",34.23489,-117.80554,405,"Los Angeles","San Gabriel"
"487","SMC06079",1414,401,3085,"6.1","SMC/VCWPD",84,83.33,75,91.67,87.5,2013-06-26,"SMC06079","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-26,"SMC06079",34.41108,-119.08213,403,"Ventura","Santa Clara"
"488","SMC06188",271,271,3661,"6.1","SMC/LARWMP",83,97.22,93.29,66.67,75,2014-06-11,"LAR06188","SMC","riverine","non-confined",NA,"true",2014-06-11,"SMC06188",34.28315,-118.19731,412,"Los Angeles","Los Angeles"
"489","SMC06216",269,269,3663,"6.1","SMC/LARWMP",81,88.89,90.29,83.33,62.5,2014-06-03,"LAR06216","SMC","riverine","non-confined",NA,"true",2014-06-03,"SMC06216",34.27407,-118.31518,412,"Los Angeles","Los Angeles"
"490","SMC06252",273,273,3659,"6.1","SMC/LARWMP",83,83.33,85.38,75,87.5,2014-06-12,"LAR06252","SMC","riverine","non-confined",NA,"true",2014-06-12,"SMC06252",34.19437,-118.01792,412,"Los Angeles","Los Angeles"
"491","SMC06288",1439,413,3023,"6.1","SMC/SGRRMP",78,63.89,90.29,83.33,75,2013-07-08,"SMC06288","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-08,"SMC06288",34.26678,-117.84409,405,"Los Angeles","San Gabriel"
"492","SMC06356",1451,389,3119,"6.1","SMC/VCWPD",72,61.11,90.29,75,62.5,2013-06-10,"Arroyo Conejo","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-10,"SMC06356",34.20156,-118.91158,408,"Ventura","Calleguas"
"493","SMC06496",265,265,3667,"6.1","SMC/SGRRMP",78,66.67,96.54,75,75,2014-07-09,"SGUR06496","SMC","riverine","confined",NA,"true",2014-07-09,"SMC06496",34.16554,-117.8911,405,"Los Angeles","San Gabriel"
"494","SMC06612",1455,385,3124,"6.1","SMC/VCWPD",78,72.22,93.29,58.33,87.5,2013-06-06,"Arroyo Simi","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-06,"SMC06612",34.28609,-118.85451,408,"Ventura","Calleguas"
"495","SMC06740",1452,388,3121,"6.1","SMC/VCWPD",27,25,25,33.33,25,2013-06-10,"unnamed stream","SMC/VCWPD","riverine","confined",NA,"true",2013-06-10,"SMC06740",34.1807,-118.87436,408,"Ventura","Calleguas"
"496","SMC06904",1544,302,3625,"6.1","SMC/VCWPD",80,80.56,75,75,87.5,2014-07-08,"SMC06904","SMC","riverine","non-confined",NA,"true",2014-07-08,"SMC06904",34.41963,-118.78769,403,"Ventura","Santa Clara"
"497","SMC06926",792,1048,990,"5.0.2","SMC_LA",42,44,67,33,25,2009-07-01,"Rustic Canyon",NA,"riverine","confined",NA,"true",2009-07-01,"SMC06926",34.04799,-118.51137,404,"Los Angeles","Santa Monica Bay"
"498","SMC07128",268,268,3664,"6.1","SMC/LARWMP",90,97.22,96.54,91.67,75,2014-06-03,"LAR07128","SMC","riverine","non-confined",NA,"true",2014-06-03,"SMC07128",34.34428,-118.36042,412,"Los Angeles","Los Angeles"
"499","SMC07828",1453,387,3122,"6.1","SMC/VCWPD",70,55.56,79.75,83.33,62.5,2013-06-06,"Arroyo Simi","SMC/VCWPD","riverine","confined",NA,"true",2013-06-06,"SMC07828",34.27558,-118.89446,408,"Ventura","Calleguas"
"500","SMC08068",1449,391,3117,"6.1","SMC/VCWPD",37,27.78,62.5,33.33,25,2013-06-10,"Revolon Slough","SMC/VCWPD","riverine","confined",NA,"true",2013-06-10,"408M03052",34.1802,-119.10372,408,"Ventura","Calleguas"
"501","SMC08540",1148,692,1999,"5.0.2","SMC_LA",62,50,79,67,50,2011-06-23,"SMC08540 (Castaic Crk.)",NA,"riverine","non-confined",NA,"true",2011-06-23,"SMC08540",34.44828,-118.61769,403,"Los Angeles","Santa Clara"
"502","SMC08655",1321,550,2416,"6","SMC/VCWPD",79,64,92,83,75,2012-06-21,"SMC08655",NA,"riverine","confined",NA,"true",2012-06-21,"SMC08655",34.50823,-119.28406,402,"Ventura","Ventura"
"503","SMC08660",1454,386,3123,"6.1","SMC/VCWPD",58,58.33,75,50,50,2013-06-06,"Arroyo Simi","SMC/VCWPD","riverine","confined",NA,"true",2013-06-06,"SMC08660",34.28495,-118.86938,408,"Ventura","Calleguas"
"504","SMC08766",1684,1684,6708,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2018-10-07,"SGMR08766","SMC","riverine","non-confined",1900-01-18,"true",2018-10-07,"SMC08766",33.90192,-118.10859,405,"Los Angeles","San Gabriel"
"505","SMC09503",1290,540,2427,"6","SMC/VCWPD",70,61,92,75,50,2012-06-04,"SMC09503",NA,"riverine","non-confined",NA,"true",2012-06-04,"402S09503",34.49757,-119.33913,402,"Ventura","Ventura"
"506","SMC09534",795,1045,994,"5.0.2","SMC_LA",39,25,63,42,25,2009-06-17,"San Gabriel lower mainstem (SGMR09534)",NA,"riverine","confined",NA,"true",2009-06-17,"SMC09534",33.83832,-118.09487,405,"Los Angeles","San Gabriel"
"507","SMC09534",1682,1682,6706,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2018-10-07,"SGMR09534","SMC","riverine","non-confined",1900-01-18,"true",2018-10-07,"SMC09534",33.83832,-118.09487,405,"Los Angeles","San Gabriel"
"508","SMC09564",943,897,1397,"5.0.2","SMC_LA_2010",66,69,88,58,50,2010-07-12,"SMC09564 (Santa Clara River)",NA,"riverine","non-confined",NA,"true",2010-07-12,"SMC09564",34.4322,-118.59397,403,"Los Angeles","Santa Clara"
"509","SMC10756",1413,402,3082,"6.1","SMC/VCWPD",39,33.33,62.5,33.33,25,2013-06-26,"SMC10756","SMC/VCWPD","riverine","confined",NA,"true",2013-06-26,"SMC10756",34.42358,-118.93024,403,"Ventura","Santa Clara"
"510","SMC11343",1289,541,2426,"6","SMC/VCWPD",69,61,92,58,63,2012-06-04,"SMC11343",NA,"riverine","non-confined",NA,"true",2012-06-04,"SMC11343",34.3728,-119.30859,402,"Ventura","Ventura"
"511","SMC11384",1143,697,1994,"5.0.2","SMC_LA",91,97,96,83,88,2011-06-28,"SMC11384 (Cold Crk.)",NA,"riverine","confined",NA,"true",2011-06-28,"SMC11384",34.09552,-118.66521,404,"Los Angeles","Santa Monica Bay"
"512","SMC12814",1144,696,1995,"5.0.2","SMC_LA",92,97,100,83,88,2011-07-22,"SMC12814 (Trancas Cyn. Crk.)",NA,"riverine","confined",NA,"true",2011-07-22,"SMC12814",34.04892,-118.84641,404,"Los Angeles","Santa Monica Bay"
"513","SMC12862",1120,746,1881,"5.0.2","SMC/SGRRMP",38,25,67,33,25,2011-06-27,"SMC12862",NA,"riverine","non-confined",NA,"true",2011-06-27,"SMC12862",33.92148,-118.11149,405,"Los Angeles","San Gabriel"
"514","SMC13076",1231,624,2199,"6","SMC_LA_2010",83,89,96,83,63,2012-06-28,"SMC13076",NA,"riverine","confined",NA,"true",2012-06-28,"SMC13076",34.06634,-118.93189,404,"Los Angeles","Santa Monica Bay"
"515","SMC13391",1324,547,2419,"6","SMC/VCWPD",70,58,88,83,50,2012-06-21,"SMC13391",NA,"riverine","non-confined",NA,"true",2012-06-21,"SMC13391",34.41791,-119.26998,402,"Ventura","Ventura"
"516","SMC13599",1288,542,2425,"6","SMC/VCWPD",73,53,92,83,63,2012-06-04,"SMC13599",NA,"riverine","non-confined",NA,"true",2012-06-04,"SMC13599",34.49889,-119.34172,402,"Ventura","Ventura"
"517","SMC13630",1276,564,2360,"6","SMC/SGRRMP",40,25,67,42,25,2012-06-21,"SMC13630",NA,"riverine","confined",NA,"true",2012-06-21,"SMC13630",33.86119,-118.10351,405,"Los Angeles","San Gabriel"
"518","SMC15464",1237,618,2210,"6","SMC_LA_2010",78,67,100,83,63,2012-06-15,"SMC15464",NA,"riverine","confined",NA,"true",2012-06-15,"SMC15464",34.09652,-118.66777,404,"Los Angeles","Santa Monica Bay"
"519","SMC15678",1407,408,3068,"6.1","SMC/SGRRMP",40,25,67.67,41.67,25,2013-06-25,"SMC15678","SMC/SGRRMP","riverine","confined",NA,"true",2013-06-25,"SMC15678",33.80989,-118.09075,405,"Los Angeles","San Gabriel"
"520","SMC16446",1323,548,2418,"6","SMC/VCWPD",65,50,88,58,63,2012-06-21,"SMC16446",NA,"riverine","non-confined",NA,"true",2012-06-21,"SMC16446",34.41319,-119.27282,402,"Ventura","Ventura"
"521","SMC16832",1683,1683,6707,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2018-10-07,"SGMR16832","SMC","riverine","non-confined",1900-01-18,"true",2018-10-07,"SMC16832",33.88444,-118.10855,405,"Los Angeles","San Gabriel"
"522","SMC16832",953,887,1554,"5.0.2","SMC/SGRRMP",37,25,63,33,25,2010-06-18,"SMC16832",NA,"riverine","non-confined",NA,"true",2010-06-18,"SMC16832",33.88444,-118.10855,405,"Los Angeles","San Gabriel"
"523","SMC16892",1233,622,2201,"6","SMC_LA_2010",78,78,92,67,75,2012-06-27,"SMC16892",NA,"riverine","non-confined",NA,"true",2012-06-27,"SMC16892",34.41043,-118.66107,403,"Los Angeles","Santa Clara"
"524","SMC17056",292,292,3635,"6.1","SMC_LA",77,77.78,90.29,66.67,75,2014-06-20,"SMC17056","SMC17056","riverine","non-confined",NA,"true",2014-06-20,"SMC17056",34.4263,-118.5779,403,"Los Angeles","Santa Clara"
"525","SMC17056",791,1049,982,"5.0.2","SMC_LA",69,64,100,50,63,2009-07-02,"Santa Clara River (Newhall U/S)",NA,"riverine","non-confined",NA,"true",2009-07-02,"SMC17056",34.4263,-118.5779,403,"Los Angeles","Santa Clara"
"526","SMC17378",1232,623,2200,"6","SMC_LA_2010",77,67,100,67,75,2012-06-27,"SMC17378",NA,"riverine","non-confined",NA,"true",2012-06-27,"SMC17378",34.40267,-118.68412,403,"Los Angeles","Santa Clara"
"527","SMC17432",263,263,3669,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2014-06-23,"SGMR17432","SMC","riverine","non-confined",NA,"true",2014-06-23,"SMC17432",33.84435,-118.09802,405,"Los Angeles","San Gabriel"
"528","SMC17692",1359,481,2730,"6.1","SMC_LA",77,69.44,90.29,75,75,2013-06-12,"SMC17692","SMC17692","riverine","non-confined",NA,"true",2013-06-12,"SMC17692",34.41887,-118.63264,403,"Los Angeles","Santa Clara"
"529","SMC18046",1445,395,3113,"6.1","SMC/VCWPD",78,72.22,90.29,75,75,2013-06-24,"San Antonio Creek","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-24,"SMC18046",34.42227,-119.26442,402,"Ventura","Ventura"
"530","SMC18116",1236,619,2208,"6","SMC_LA_2010",30,28,25,42,25,2012-06-28,"SMC18116",NA,"riverine","confined",NA,"true",2012-06-28,"SMC18116",34.1569,-118.79048,404,"Los Angeles","Santa Monica Bay"
"531","SMC18545",1442,398,3110,"6.1","SMC/VCWPD",93,100,96.54,100,75,2013-06-25,"Matilija Creek","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-25,"SMC18545",34.48452,-119.30834,402,"Ventura","Ventura"
"532","SMC18656",1363,477,2734,"6.1","SMC_LA",27,25,25,33.33,25,2013-06-12,"SMC18656","SMC18656","riverine","confined",NA,"true",2013-06-12,"SMC18656",34.47128,-118.53166,403,"Los Angeles","Santa Clara"
"533","SMC19466",1361,479,2732,"6.1","SMC_LA",58,61.11,35.75,58.33,75,2013-06-17,"SMC19466","SMC19466","riverine","confined",NA,"true",2013-06-17,"SMC19466",34.14883,-118.7575,404,"Los Angeles","Santa Monica Bay"
"534","SMC19697",1443,397,3111,"6.1","SMC/VCWPD",74,80.56,86.42,66.67,62.5,2013-06-24,"Ventura River","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-24,"SMC19697",34.34807,-119.30096,402,"Ventura","Ventura"
"535","SMC19809",1441,399,3109,"6.1","SMC/VCWPD",86,61.11,96.54,100,87.5,2013-06-25,"Matilija Creek","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-25,"SMC19809",34.50141,-119.3531,402,"Ventura","Ventura"
"536","SMC19945",1415,400,3088,"6.1","SMC/VCWPD",86,77.78,96.54,83.33,87.5,2013-06-25,"SMC19945","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-25,"SMC19945",34.50486,-119.28186,402,"Ventura","Ventura"
"537","SMC20032",955,885,1557,"5.0.2","SMC/SGRRMP",37,25,63,33,25,2010-06-18,"SMC20032",NA,"riverine","non-confined",NA,"true",2010-06-18,"SMC20032",33.87664,-118.10774,405,"Los Angeles","San Gabriel"
"538","SMC20497",1412,403,3080,"6.1","SMC/VCWPD",74,72.22,86.42,75,62.5,2013-07-16,"SMC20497","SMC/VCWPD","riverine","non-confined",NA,"true",2013-07-16,"SMC20497",34.31227,-119.29853,402,"Ventura","Ventura"
"539","SMC20994",1360,480,2731,"6.1","SMC_LA",28,27.78,25,33.33,25,2013-06-17,"SMC80994","SMC20994","riverine","confined",NA,"true",2013-06-17,"SMC20994",34.03639,-118.51129,404,"Los Angeles","Santa Monica Bay"
"540","SMC21796",1362,478,2733,"6.1","SMC_LA",29,33.33,25,33.33,25,2013-06-14,"SMC21796","SMC21796","riverine","confined",NA,"true",2013-06-14,"SMC21796",33.99108,-118.40916,404,"Los Angeles","Santa Monica Bay"
